seller_username,seller_feedback_score,seller_feedback_percent,Trust_Level
springfunuk,9141,97.5,Normal/Low Trust
dreambean_soft,4885,99.8,High Trust
budagan,8,100.0,High Trust
jesmor_6,13,100.0,High Trust
discount_laptop,131104,99.0,High Trust
awaebbizs,2963,99.6,High Trust
creativewirelesspro,876,96.4,Normal/Low Trust
cr_338657,141,99.3,High Trust
g-overstock-2,11335,99.5,High Trust
kcrepublic,625,99.5,High Trust
lsmith615,8,100.0,High Trust
cavemencrazy,294,100.0,High Trust
leusenk_0,128,100.0,High Trust
allavenu,4962,96.6,Normal/Low Trust
tastehaus,3,100.0,High Trust
raflapar_0,2190,99.8,High Trust
maro0828,1003,100.0,High Trust
ms-tool,1606,98.4,High Trust
loveitagain18104,5110,99.6,High Trust
bro814572,30,100.0,High Trust
gebk-sebas,4862,99.9,High Trust
palmpdb,108241,99.2,High Trust
creativecollectiondesigns2013,1163,97.9,Normal/Low Trust
theluminousthings,621,98.3,High Trust
carindeoliveir_4,203,99.0,High Trust
nevarlandenterprises,299,100.0,High Trust
smartgadget786,45,100.0,High Trust
drobust2,962,98.4,High Trust
shopforustore,50,100.0,High Trust
dedaw-11,434,97.0,Normal/Low Trust
northkid31,610,100.0,High Trust
sysye-ka-gzjadawecq,77,100.0,High Trust
bodee62,7,100.0,High Trust
agudia_76,210,97.2,Normal/Low Trust
urban_fashion,123,94.9,Normal/Low Trust
gel424,350,98.9,High Trust
niarn4225,91,97.8,Normal/Low Trust
camera_part,22943,99.0,High Trust
bayoustatepicker,1013,99.8,High Trust
bigroseller,262,100.0,High Trust
oscommerc-45,43983,98.9,High Trust
newandusedtreasures4u,386,98.9,High Trust
howlyshub,34,100.0,High Trust
j0ni15,118,100.0,High Trust
fouraces11,3628,99.7,High Trust
tech1store,20172,98.5,High Trust
qualitysellers,678,99.8,High Trust
calipaks-store,2136,99.1,High Trust
melinda_store,814,99.5,High Trust
flaggallery,8111,98.3,High Trust
godplan4,26,96.4,Normal/Low Trust
fling_75024,3120,98.9,High Trust
dream_of_the_90s,74,100.0,High Trust
rrou3966,30,100.0,High Trust
topmall32,15696,99.6,High Trust
sjalar3,1576,99.2,High Trust
abrtho-47,26,100.0,High Trust
nichkras0,0,0.0,Normal/Low Trust
aarena,306,100.0,High Trust
corybennett-1,64,98.5,High Trust
sarashop,680,95.3,Normal/Low Trust
prince_of_profits,4099,99.7,High Trust
shawn-2737,47,100.0,High Trust
saem8007,44,100.0,High Trust
timetosavetons,5409,99.5,High Trust
pistachiojelloh,247,97.2,Normal/Low Trust
cres_colb,351,99.6,High Trust
wikay8,419,99.6,High Trust
yourshopping-1,1449,99.3,High Trust
legacy.shop,2566,99.4,High Trust
xctrading46,1557,98.0,Normal/Low Trust
bestprice10,607,94.8,Normal/Low Trust
wadecotten,736,99.9,High Trust
a-g5858,247,92.3,Normal/Low Trust
loveklaeli,104,100.0,High Trust
small-ben,723,95.9,Normal/Low Trust
mannyrice53,741,99.8,High Trust
captpieter,1704,99.3,High Trust
elitstorshop,2,100.0,High Trust
infinium,7817,99.9,High Trust
tracyexplosion,99,100.0,High Trust
melcho56,19,85.2,Normal/Low Trust
auctionking1919,12853,98.8,High Trust
goldpanda888,1039,96.1,Normal/Low Trust
neogadgethub,1768,99.5,High Trust
smartchoicedeals,5023,99.8,High Trust
za464372,93,96.0,Normal/Low Trust
watchparty,669,99.3,High Trust
littlelovestore,7,100.0,High Trust
hq*products*on*sale,11793,100.0,High Trust
roma.ott,3477,100.0,High Trust
ibctek,4516,99.2,High Trust
ladykat_11,0,0.0,Normal/Low Trust
johnsus-pviycf,5785,99.7,High Trust
topstore2016,6728,92.8,Normal/Low Trust
hult-9639,44,100.0,High Trust
lockertreasure,480,100.0,High Trust
debillaslux,1026,100.0,High Trust
tech_toyz_and_more,6285,99.9,High Trust
geoammi_0,130,93.9,Normal/Low Trust
domkemon,4,100.0,High Trust
mil_home_products,745,99.6,High Trust
lugogems,171,100.0,High Trust
blckn_43,176,100.0,High Trust
lcij1305,2316,97.9,Normal/Low Trust
tweet_7639,2405,99.3,High Trust
scott_7788,1531,100.0,High Trust
aosi0025,115,97.2,Normal/Low Trust
elhaw-9841,173,100.0,High Trust
ralphma-84,77,100.0,High Trust
yuye189,1,100.0,High Trust
liorgur,448,100.0,High Trust
joey_back_home,2007,100.0,High Trust
marcialquintana,128,100.0,High Trust
numberpro,558,100.0,High Trust
activecommunications,344,99.6,High Trust
3333wen2506,33,94.6,Normal/Low Trust
vntm7610,24,96.2,Normal/Low Trust
chnirkawa_0,70,100.0,High Trust
c-designers,41,91.8,Normal/Low Trust
jc.little.faith.store,4630,100.0,High Trust
do-753676,11,100.0,High Trust
abnerpeacock,79482,99.8,High Trust
dressandimpress18,541,98.0,Normal/Low Trust
vwhzp_28,38,89.6,Normal/Low Trust
beckysbestfinds,9,100.0,High Trust
aufshop,143,92.8,Normal/Low Trust
archi.arc88,217,98.1,High Trust
vionira,133,95.9,Normal/Low Trust
elite-sneaker,97,100.0,High Trust
sakreestop,7,50.0,Normal/Low Trust
yaroslavv,4913,99.8,High Trust
cc.beautique,2267,100.0,High Trust
orelgree12,4691,99.9,High Trust
maor-gal,207,98.8,High Trust
trendmall_az,11,100.0,High Trust
ashhum72,300,99.0,High Trust
vintagepicker23,6540,99.4,High Trust
nw_electronics,8360,99.8,High Trust
9to5isdumb_ig,19353,99.0,High Trust
red-rock-uk,234729,99.8,High Trust
mrpicklesmom,640,99.4,High Trust
robsgirl,6415,100.0,High Trust
stevensebnc,999,99.7,High Trust
aryeh-61,2259,99.9,High Trust
el_mejor,731,99.2,High Trust
yang-digital,169,100.0,High Trust
mayadealshop,1,100.0,High Trust
sipastan,561,99.6,High Trust
electronics-4u,247400,99.3,High Trust
ishoppedbray,3,100.0,High Trust
thedingledog,26488,100.0,High Trust
sysh6426,1595,99.5,High Trust
ayelet_2,827,99.7,High Trust
sambidealshub,585,100.0,High Trust
gmhthrift,9037,99.9,High Trust
mixnfindstore1,11,100.0,High Trust
just4you-11,119,100.0,High Trust
bugla77,174,87.0,Normal/Low Trust
fatshop-de,418,97.7,Normal/Low Trust
jivaud,553,100.0,High Trust
6x01010011,1729,98.9,High Trust
meharbanahmed,637,100.0,High Trust
global-direct-parts,2839,99.7,High Trust
hookedongoods,1637,100.0,High Trust
senvibe,7,100.0,High Trust
jubbsi_0,192,97.3,Normal/Low Trust
sufianofficial,15,100.0,High Trust
ritechoiceusa,35,93.1,Normal/Low Trust
fouquin,645,98.2,High Trust
alphaonlinedealz,1290,99.4,High Trust
live_your_dream*,1989,99.1,High Trust
fepoeriqwg8,134,100.0,High Trust
sham_1625,1570,98.7,High Trust
mikihol0,221,100.0,High Trust
sisy_phus,23,87.1,Normal/Low Trust
orangeshopping,100,94.3,Normal/Low Trust
ded_shop,107,99.1,High Trust
alistore22,204,93.8,Normal/Low Trust
bec_m12,44,100.0,High Trust
gai8077,0,0.0,Normal/Low Trust
gretnag0,79,100.0,High Trust
dealsforyu7,709,99.8,High Trust
xctrading4,3420,97.5,Normal/Low Trust
kospet_official_store,1337,98.0,Normal/Low Trust
mercejam.0617,1264,99.9,High Trust
nichwellus,2803,98.0,Normal/Low Trust
brett1883,18836,99.5,High Trust
tysexpress2020,108,100.0,High Trust
7dayplus,270,98.6,High Trust
takada.y-82,498,99.7,High Trust
cdmn13,6394,99.7,High Trust
haitaogou-us,6869,99.0,High Trust
shehacks,4099,99.3,High Trust
gobucks1984,2699,100.0,High Trust
musicnpool,229,100.0,High Trust
wind_8998,487,100.0,High Trust
meadogreat0,130,100.0,High Trust
mr_liquidation,1447,99.8,High Trust
gotthatinspo,734,99.8,High Trust
aussiebargainsshop,1662,98.3,High Trust
kadi_mall,71,98.0,Normal/Low Trust
foreverstars-0,6755,99.4,High Trust
thehomevault95,1024,98.8,High Trust
all_smart_deals,1583,99.6,High Trust
topdeal_italia,57,96.7,Normal/Low Trust
melk-2862,195,98.5,High Trust
esas-49,1948,100.0,High Trust
desertsellers,3770,99.3,High Trust
valuevaultco247,45,100.0,High Trust
fourheir,0,0.0,Normal/Low Trust
raveoli_cart,339,98.3,High Trust
skitail2015,2407,99.9,High Trust
yeshfak-12,2367,99.4,High Trust
kavcha_54,721,99.4,High Trust
53de51,4,100.0,High Trust
garesell63,0,0.0,Normal/Low Trust
jacqualesege0,80,100.0,High Trust
dsafjie,247,99.6,High Trust
finditbuyitsellitnow,2246,100.0,High Trust
sekondaaccuristlimit,7984,99.8,High Trust
zrana786,93,100.0,High Trust
espringbok,3843,99.7,High Trust
yevhe-40,29,100.0,High Trust
kmedwards1093,280,88.9,Normal/Low Trust
aqeelz_49,253,99.2,High Trust
ddor_13037,123,97.7,Normal/Low Trust
jacksocasto0,13,100.0,High Trust
shipsfromlasvegasnevada,14442,99.1,High Trust
moviecrazy0588,4646,99.9,High Trust
thalioune,115,98.3,High Trust
jrlhub,6319,100.0,High Trust
demjua-0,279,100.0,High Trust
cla_316510,0,0.0,Normal/Low Trust
cucoin-storehouse,3082,99.8,High Trust
nolansworld,0,0.0,Normal/Low Trust
brrandonp,213,100.0,High Trust
brooks_1615,5403,99.7,High Trust
chiefalist,661,0.0,Normal/Low Trust
ku818230,208,99.5,High Trust
creativecollectiononline,504,92.7,Normal/Low Trust
thetiger16,187,97.8,Normal/Low Trust
preeti92710,125,98.4,High Trust
yamay-ca,549,100.0,High Trust
ashbibrigg-0,10,100.0,High Trust
williaalfar7,2371,99.9,High Trust
avcroc_distribution,21,100.0,High Trust
interact25,3125,100.0,High Trust
danieivani,6,75.0,Normal/Low Trust
digiboy52,3016,99.6,High Trust
shreejaa1,18,87.5,Normal/Low Trust
ligewatch-5,48,98.0,Normal/Low Trust
scottandana,980,100.0,High Trust
south-au,2534,97.3,Normal/Low Trust
shakedevgi,2670,99.9,High Trust
hi-fideals,19062,99.9,High Trust
che-719195,0,0.0,Normal/Low Trust
mjgooddealzstore,4184,99.8,High Trust
smartwatch66_966,29,100.0,High Trust
lqh_201010,1969,100.0,High Trust
ostoich_123,2006,100.0,High Trust
ersinc03,9661,99.9,High Trust
teaeshop2016,1447,100.0,High Trust
milev79,100,100.0,High Trust
cadenec_ecom,4,71.4,Normal/Low Trust
micne_1069,39,68.2,Normal/Low Trust
shoesandc_0,2724,98.8,High Trust
simons_sells,397,100.0,High Trust
big_8080,1458,99.5,High Trust
ball_mart,4420,98.4,High Trust
nextgen_commerce,786,99.6,High Trust
ligewatch-2,760,98.8,High Trust
onbi_44,197,100.0,High Trust
idanspot,1269,99.2,High Trust
shaquetta2004,475,98.3,High Trust
sold-you-bought-it,286,100.0,High Trust
lemboys,6,100.0,High Trust
gaho411,2108,99.7,High Trust
homesweet.shop,164,98.2,High Trust
stechdeals,0,0.0,Normal/Low Trust
techfindsusa,51,100.0,High Trust
now_4236,1,100.0,High Trust
jabadaba223,3031,97.1,Normal/Low Trust
kev9292,0,0.0,Normal/Low Trust
luxurydecorafabric,256,97.8,Normal/Low Trust
rol_5614,0,0.0,Normal/Low Trust
bitgames,1252,100.0,High Trust
braydenfields,1,100.0,High Trust
bq_shop06,6,100.0,High Trust
calceylonllc,230,100.0,High Trust
samkh-5821,6,100.0,High Trust
aihocke-42,24,100.0,High Trust
katp_15,0,0.0,Normal/Low Trust
feneix,323,98.2,High Trust
zalwadeals,134,96.4,Normal/Low Trust
aarocrook-0,18,100.0,High Trust
ten_8592,164,100.0,High Trust
kendl3,640,100.0,High Trust
tk-198,337,99.4,High Trust
sneakerstop,5776,98.1,High Trust
aomeitbest,1222,93.2,Normal/Low Trust
happydeal-mall,21364,99.1,High Trust
boiserescuemission,2182,99.6,High Trust
sunny_day2021,3100,98.7,High Trust
ar-237545,67,94.2,Normal/Low Trust
ezpzsolutions,29,96.8,Normal/Low Trust
xtanyao,10255,99.2,High Trust
vince-digen,63,94.4,Normal/Low Trust
originalpaqman,332,100.0,High Trust
jossar-5695,81,100.0,High Trust
rui.roe,1605,99.6,High Trust
wxzamz,764,100.0,High Trust
olisalv9,661,99.6,High Trust
sommersgrl,32,100.0,High Trust
bookled,281,100.0,High Trust
tototitiyonatan,331,100.0,High Trust
beyou-services,83,98.8,High Trust
e-hightech,5055,99.6,High Trust
nutmegcollections,656,100.0,High Trust
estjim-0,369,100.0,High Trust
agape731,8884,99.3,High Trust
docs-dealz,158,100.0,High Trust
mggssurplusandsales,149,100.0,High Trust
japgold,6610,99.8,High Trust
marshallandsonsoverstock,1442,99.8,High Trust
ratpackranch,2447,99.8,High Trust
selectivesales123,80834,99.1,High Trust
khindacommerce,1080,98.7,High Trust
mafatiwea_0,53,100.0,High Trust
sparkytheproto1,66,100.0,High Trust
goldandgoods,1562,99.1,High Trust
magicubeglobal,1100,94.6,Normal/Low Trust
julbr_7195,3,0.0,Normal/Low Trust
pickclick,244,97.0,Normal/Low Trust
aicontz,123,100.0,High Trust
susanpe72,67,100.0,High Trust
mamoi48,52,98.1,High Trust
yajakeda,12523,99.9,High Trust
yutom-7602,487,99.5,High Trust
pdxcollectibles,90,100.0,High Trust
tip_top1121,155,100.0,High Trust
millie2400,906,94.6,Normal/Low Trust
dezysgreatfinds,1074,99.6,High Trust
k2024_77,317,99.6,High Trust
bikh8160,531,97.5,Normal/Low Trust
wirelesswave,5188,99.0,High Trust
mistpalon0,3436,99.3,High Trust
al-tijarahhub,13,100.0,High Trust
autunm22,1274,99.5,High Trust
newopenboxes,1664,98.9,High Trust
lili1602,41,100.0,High Trust
derbymum,307,100.0,High Trust
overstockmicro,4161,100.0,High Trust
stellar-global,41,100.0,High Trust
amazing_newyork,5301,99.2,High Trust
budgetbuys4you,614,99.7,High Trust
infinity_sales93,806,99.7,High Trust
davro-5368,610,96.9,Normal/Low Trust
thrifty_oc,1710,99.4,High Trust
hudsongoods,88,100.0,High Trust
hu1880,1,100.0,High Trust
peter-esther,497,99.8,High Trust
star*u,90,100.0,High Trust
ne-284226,31,100.0,High Trust
anson95,2,100.0,High Trust
padfender,417,91.7,Normal/Low Trust
shiftyg,952,99.2,High Trust
schnauzer13,4434,100.0,High Trust
moch_3348,44,100.0,High Trust
coutured,2095,98.7,High Trust
gamb_4012,1322,99.4,High Trust
chrissys_stuff_a-z,19,100.0,High Trust
sobid88,127780,100.0,High Trust
1qualityspectacles,3418,99.3,High Trust
iselltoolingcom,10086,100.0,High Trust
barbycoral,541,100.0,High Trust
felici38,135,100.0,High Trust
lincolnp82,6,100.0,High Trust
leagon,303,94.2,Normal/Low Trust
bigconsumerbargains,786,96.4,Normal/Low Trust
d-luxe,307,99.4,High Trust
1819832002,154,100.0,High Trust
jenre85,0,0.0,Normal/Low Trust
petersonoverstock,1664,99.1,High Trust
szlittleping88,53880,97.7,Normal/Low Trust
fllonaer,170,100.0,High Trust
floragu1958,215,99.5,High Trust
monikeno,29,93.3,Normal/Low Trust
klec86,0,0.0,Normal/Low Trust
wirelessguys,188,99.2,High Trust
key_shop,924,93.6,Normal/Low Trust
mandyessentials,643,99.2,High Trust
renewtechtraders,6324,99.5,High Trust
mis352225,28,100.0,High Trust
pavlegitsales,183,100.0,High Trust
lauritapm2013,1,100.0,High Trust
fg-resale,0,0.0,Normal/Low Trust
netgoodsllc,5063,99.6,High Trust
ejiro-11,0,0.0,Normal/Low Trust
flippingawesome27,2948,99.9,High Trust
jerryc1478,31,100.0,High Trust
adelstorefront,1701,100.0,High Trust
kyanosix,43,100.0,High Trust
glamorchidshop,6,100.0,High Trust
elkh_4484,45,97.9,Normal/Low Trust
boxmaila77,2155,99.3,High Trust
dalereno,415,100.0,High Trust
ligewatch-6,35,100.0,High Trust
octaviano.alejandre5,690,99.3,High Trust
casper_digit,546,100.0,High Trust
savy1012,723,100.0,High Trust
gd1330,1305,99.8,High Trust
bingoshop10,49,91.1,Normal/Low Trust
daltorumi-0,109,100.0,High Trust
grooby-company,2825,99.4,High Trust
a-grant,1805,100.0,High Trust
paulsmastr,1344,98.1,High Trust
xi_6767,174,93.8,Normal/Low Trust
amyswee53,1785,97.6,Normal/Low Trust
cavvac88,1509,99.3,High Trust
nela2703-22,0,0.0,Normal/Low Trust
innovara,4,100.0,High Trust
idelogicsolution,142,97.6,Normal/Low Trust
generalparts10,559,98.1,High Trust
centerstreamco,1052,98.3,High Trust
igmal-93,1,0.0,Normal/Low Trust
rickshop77,133,97.8,Normal/Low Trust
wharehouseexpress,7975,99.8,High Trust
j-a.wright,1325,99.6,High Trust
hopeofabyss,1059,99.9,High Trust
mic769427,0,0.0,Normal/Low Trust
blayre_waldorf,175,100.0,High Trust
discovery_sales,3079,99.5,High Trust
temp2223,1839,99.7,High Trust
edgevolution,50,100.0,High Trust
nevadatreasures,15147,99.9,High Trust
nexiluxe,96,99.0,High Trust
wingsmartlink,6,100.0,High Trust
topvalueit,176,83.3,Normal/Low Trust
etmulv-0,13,100.0,High Trust
darioy65,22,92.3,Normal/Low Trust
unc_jes,252,100.0,High Trust
allmhd,1461,99.6,High Trust
multishop_3,7,100.0,High Trust
klrabbit,375,100.0,High Trust
brooklynhills,164,100.0,High Trust
nourhurshid,1433,100.0,High Trust
createme,359,100.0,High Trust
coro4136,5,100.0,High Trust
soloriowatch,2,100.0,High Trust
irinapremed,2536,100.0,High Trust
chrissa4253,616,100.0,High Trust
hampdood,12293,99.5,High Trust
easy-cart,1168,96.0,Normal/Low Trust
annakm,3,100.0,High Trust
bha_6136,1742,98.1,High Trust
rwisn79,1030,99.2,High Trust
the_gator_show,322,97.2,Normal/Low Trust
yu6273,2509,99.7,High Trust
wb.vintage.today2,3829,99.5,High Trust
digitaljoy,276,97.4,Normal/Low Trust
creativemktg,159,100.0,High Trust
ay0813,73,97.4,Normal/Low Trust
friendofliberty1,3439,99.6,High Trust
avitello1,1319,99.9,High Trust
fromcotton,4741,99.7,High Trust
dwds566,3448,99.2,High Trust
apex4fun,1095,100.0,High Trust
thesecretchapter_79,179,98.4,High Trust
drosefan1,356,0.0,Normal/Low Trust
chenry68,9913,100.0,High Trust
hclip,549,100.0,High Trust
moha_5535,267,99.6,High Trust
ajh1-88,552,99.7,High Trust
fido-golf,82,100.0,High Trust
flhomesales,228,100.0,High Trust
cajaxon05,1370,100.0,High Trust
yonataepstei0,1109,99.8,High Trust
mcphjd,488,99.4,High Trust
d.byrd01,95,0.0,Normal/Low Trust
hotbargainspot_0,9,100.0,High Trust
vintdeju,805,100.0,High Trust
hakeemkhatib2000,58,90.6,Normal/Low Trust
chelica555,554,97.7,Normal/Low Trust
gibbs1116,280,97.6,Normal/Low Trust
m.k.vintage,249,100.0,High Trust
treasures_we_found,317,100.0,High Trust
sunset_garden,95,100.0,High Trust
litkicks.96,83,100.0,High Trust
sellerhappyhome,173,100.0,High Trust
nic565716,1,100.0,High Trust
trickzwrld,817,98.7,High Trust
bestdiscountdealz1,2136,98.8,High Trust
teahl48,106,100.0,High Trust
sopopstar,567,99.3,High Trust
gabbyscloset37,152,100.0,High Trust
dt-electronics-australia,8038,98.3,High Trust
yoyoja26,120,100.0,High Trust
hallmark13k,3765,100.0,High Trust
mythicmerchmarket3,394,98.8,High Trust
timepro-store,2663,99.5,High Trust
primegearoutlet,50,100.0,High Trust
jasha-3433,71,100.0,High Trust
listo-2015,4931,99.6,High Trust
pop-culture-toys-and-collectibles,187,100.0,High Trust
cockadoodledoo,115,99.1,High Trust
crisru27,76,97.5,Normal/Low Trust
all-sports-and-more,102,96.4,Normal/Low Trust
jtj-32,60,100.0,High Trust
thedailydropandmore,2,0.0,Normal/Low Trust
eri_whit,16,100.0,High Trust
bronto8,4160,99.4,High Trust
collectxblekickzz,578,100.0,High Trust
davidgct80_4,510,99.4,High Trust
firmtechllc,2713,98.7,High Trust
techtradersfl,1294,99.2,High Trust
gz-mobile,1152,99.1,High Trust
xoxoec123,142,100.0,High Trust
avraham2006,346,100.0,High Trust
starfl_24,264,99.6,High Trust
balisti,34,100.0,High Trust
techkey2025,84,98.8,High Trust
juju_poca,20415,97.3,Normal/Low Trust
jbsportscollectibles,14071,99.8,High Trust
mssgoods,40435,99.3,High Trust
edole_37,2004,99.2,High Trust
ecos.shop,58,100.0,High Trust
tlmarinimarini,768,98.3,High Trust
bajabuchta,40,100.0,High Trust
bigguavagoods,133,97.8,Normal/Low Trust
valuev_71,32,100.0,High Trust
pg911draw,348,0.0,Normal/Low Trust
erwag-9579,1390,99.6,High Trust
healthhome-9,60,95.5,Normal/Low Trust
liku-health-4,164,99.4,High Trust
lizz53,15,94.1,Normal/Low Trust
rahkau-0,52,98.0,Normal/Low Trust
emyerazla,130,96.7,Normal/Low Trust
onlinecamerasystems,9140,99.8,High Trust
rapidcityresale,63,98.5,High Trust
xrandoshopx,594,98.6,High Trust
edenconnection,179,99.4,High Trust
og.box,2,100.0,High Trust
ideamondoshop,34,92.5,Normal/Low Trust
masterclub2023,582,95.2,Normal/Low Trust
uoulol,14915,99.4,High Trust
kaepemb_0,9,100.0,High Trust
cwkcpa,461,100.0,High Trust
bistatesales,46773,99.6,High Trust
tradingmyway,8849,99.9,High Trust
lenag-32,4,100.0,High Trust
mediiusa,17,100.0,High Trust
thefamilyflips2,4041,98.9,High Trust
gr8looks,47,100.0,High Trust
titoelectronics,12768,99.8,High Trust
suiken_67,468,99.5,High Trust
ejrjrcat,1596,99.5,High Trust
everydaycanadian,125,97.7,Normal/Low Trust
lindgago_0,1,100.0,High Trust
jonifyllc,58,100.0,High Trust
lich1652,94,100.0,High Trust
samsaad3,166,99.4,High Trust
vtandwt,1143,100.0,High Trust
d7prime,0,0.0,Normal/Low Trust
masterworld.acercatepueblo,5269,99.5,High Trust
premium._.store,205,98.3,High Trust
bestonlinemarketplace,1613,97.9,Normal/Low Trust
stratetech_central,896,99.8,High Trust
night-and-day-shop,2354,99.5,High Trust
m.waggan,303,98.4,High Trust
prestigeun_35,148,99.0,High Trust
ozkat,2305,100.0,High Trust
ronnymoreyg0,0,0.0,Normal/Low Trust
elto8097,311,97.9,Normal/Low Trust
vickyarr97,30,100.0,High Trust
mindm0,98,100.0,High Trust
golden.outlet,129867,100.0,High Trust
kylema_58,9,100.0,High Trust
lanay1887,1147,98.9,High Trust
natalii43,78,100.0,High Trust
sellingisfun11,189,100.0,High Trust
trendn-0,1055,95.8,Normal/Low Trust
newton0_14,557,90.0,Normal/Low Trust
millions8,270,99.2,High Trust
dealsonline2018,5575,100.0,High Trust
mobandimt,2021,99.7,High Trust
coolfinds455,6,60.0,Normal/Low Trust
elyontrading,6693,97.8,Normal/Low Trust
kentero,319,100.0,High Trust
julik9447,167,100.0,High Trust
silver2278,543,99.1,High Trust
afsana78,78,97.5,Normal/Low Trust
easymos-15,142,98.4,High Trust
poob4580,28,100.0,High Trust
germangerman29,7455,99.8,High Trust
mygirls1323,100,94.3,Normal/Low Trust
liquidcowboys,2692,99.2,High Trust
